id,Pre-packaged Job Solutions,URL,Remote Testing (y/n),Adaptive/IRT (y/n),Test Type,Description,Job Levels,Languages,Assessment Length,Assessment Length Parsed,combined_text,llm_summary
,,,,,,,,,,17,"Pega Development (New). Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance. Test Type: K, Duration: 17","This is a 17-minute, multiple-choice knowledge test assessing Pega development skills.  It covers architecture, UI, rule & user management, case management, integration, frameworks, applications, and performance."
,,,,,,,,,,9,"Perl (New). Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc. Test Type: K, Duration: 9","This is a 9-minute, multiple-choice knowledge test assessing Perl scripting skills in text manipulation, web development, and system administration."
,,,,,,,,,,7,"Petrochemical Engineering (New). Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing. Test Type: K, Duration: 7","This is a 7-minute, multiple-choice knowledge test (Type K) assessing understanding of fluid/thermal principles, chemical processes, and petroleum composition/processing in petrochemical engineering."
,,,,,,,,,,10,"Petroleum Engineering (New). Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production. Test Type: K, Duration: 10","This is a 10-minute, multiple-choice knowledge test (Type K) assessing petroleum engineering, drilling/production operations, and offshore production."
,,,,,,,,,,12,"Pharmaceutical Analysis (New). Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry. Test Type: K, Duration: 12","This is a 12-minute, multiple-choice knowledge test (Type K) assessing analytical techniques in pharmaceutical analysis, including chromatography, titration, spectroscopy, and spectrophotometry."
,,,,,,,,,,17,"Pharmaceutical Chemistry (New). Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry. Test Type: K, Duration: 17","This is a multiple-choice knowledge (K) test assessing pharmaceutical chemistry (physical, organic, inorganic, biochemistry, and medicinal).  Duration: 17 (units unspecified)."
,,,,,,,,,,7,"Pharmaceutical Science (New). Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques. Test Type: K, Duration: 7","This is a 7-minute, multiple-choice knowledge test (Type K) assessing pharmaceutical science, covering drug manufacture, delivery, action, and analysis techniques."
,,,,,,,,,,12,"Pharmaceutics (New). Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy. Test Type: K, Duration: 12","Pharmaceutics knowledge test (Type K, 12 minutes).  Assesses pharmaceutical engineering, technology, biopharmaceutics, and dispensing pharmacy via multiple-choice questions."
,,,,,,,,,,12,"Pharmacology (New). Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract. Test Type: K, Duration: 12","Pharmacology knowledge test (Type K) assessing drug classification, chemotherapy, inflammatory disorders, nervous/endocrine/circulatory system pharmacology, and GI tract drug action.  Duration: 12 minutes."
,,,,,,,,,,8,"PHP (New). Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP. Test Type: K, Duration: 8","This is a multiple-choice knowledge (K) test assessing PHP OOPs, programming constructs, web & database handling, and advanced PHP. Duration: 8 (presumably minutes or another unit of time)."
,,,,,,,,,,,"PJM Development Report. The Person-Job Match Report is unique in that it matches the performance potential of the individual to the job’s specific competencies. This provides you with a comprehensive and insightful understanding of person-job fit. The PJM Development report is written to support competency focused development of an individual. In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning. Test Type: C A P, Duration: unknown","The Person-Job Match (PJM) Development Report is a CAP assessment of flexible duration.  It analyzes individual performance potential against job competencies to identify strengths, weaknesses, and development needs, informing career planning and future role suitability."
,,,,,,,,,,,"PJM Selection Report. The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role. Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection and/or development (e.g. Talent Audit). It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development needs/limitations. The extended report versions include proposed competency-based interview questions to enable probing of specific situations in which the candidate might have demonstrated critical job behaviours. The PJM Report is designed for use by line managers and HR professionals in selection and development situations. It is valuable for identifying an individual's overall fit as well as likely areas of strength and weakness relative to their behaviour at work. In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates. Test Type: A C P, Duration: unknown","The PJM Selection Report assesses candidate ""fit"" for a role by matching individual competencies to job requirements.  It provides a match score, visual profiles of strengths/weaknesses, and development recommendations.  Test type: A C P, Duration: flexible duration."
